"draw_date";"company_code";"number";"category";"position"
"2018-03-17";"DMC";"5767";"SP";6
"2018-03-17";"DMC";"7365";"SP";7
"2018-03-17";"DMC";"6725";"SP";8
"2018-03-17";"DMC";"4442";"SP";9
"2018-03-17";"DMC";"7549";"SP";10
"2018-03-17";"DMC";"4856";"CONS";1
"2018-03-17";"DMC";"8703";"CONS";2
"2018-03-17";"DMC";"4457";"CONS";3
"2018-03-17";"DMC";"6939";"CONS";4
"2018-03-17";"DMC";"1023";"CONS";5
"2018-03-17";"DMC";"5861";"CONS";6
"2018-03-17";"DMC";"7177";"CONS";7
"2018-03-17";"DMC";"3093";"CONS";8
"2018-03-17";"DMC";"7144";"CONS";9
"2018-03-17";"DMC";"6282";"CONS";10
"2018-03-17";"MAG";"7363";"FST";1
"2018-03-17";"MAG";"0472";"SCD";2
"2018-03-17";"MAG";"3587";"TRD";3
"2018-03-17";"MAG";"4064";"SP";1
"2018-03-17";"MAG";"1718";"SP";2
"2018-03-17";"MAG";"----";"SP";3
"2018-03-17";"MAG";"9354";"SP";4
"2018-03-17";"MAG";"----";"SP";5
"2018-03-17";"MAG";"----";"SP";6
"2018-03-17";"MAG";"7036";"SP";7
"2018-03-17";"MAG";"1160";"SP";8
"2018-03-17";"MAG";"3303";"SP";9
"2018-03-17";"MAG";"3168";"SP";10
"2018-03-17";"MAG";"7747";"SP";11
"2018-03-17";"MAG";"4300";"SP";12
"2018-03-17";"MAG";"3778";"SP";13
"2018-03-17";"MAG";"0436";"CONS";1
"2018-03-17";"MAG";"2625";"CONS";2
"2018-03-17";"MAG";"6212";"CONS";3
"2018-03-17";"MAG";"3268";"CONS";4
"2018-03-17";"MAG";"7266";"CONS";5
"2018-03-17";"MAG";"9154";"CONS";6
"2018-03-17";"MAG";"8983";"CONS";7
"2018-03-17";"MAG";"0935";"CONS";8
"2018-03-17";"MAG";"4812";"CONS";9
"2018-03-17";"MAG";"2434";"CONS";10
"2018-03-17";"ST";"3491";"FST";1
"2018-03-17";"ST";"1321";"SCD";2
"2018-03-17";"ST";"6292";"TRD";3
"2018-03-17";"ST";"0141";"SP";1
"2018-03-17";"ST";"3153";"SP";2
"2018-03-17";"ST";"----";"SP";3
"2018-03-17";"ST";"8011";"SP";4
"2018-03-17";"ST";"8661";"SP";5
"2018-03-17";"ST";"4140";"SP";6
"2018-03-17";"ST";"4820";"SP";7
"2018-03-17";"ST";"4803";"SP";8
"2018-03-17";"ST";"2526";"SP";9
"2018-03-17";"ST";"----";"SP";10
"2018-03-17";"ST";"----";"SP";11
"2018-03-17";"ST";"4225";"SP";12
"2018-03-17";"ST";"3050";"SP";13
"2018-03-17";"ST";"6826";"CONS";1
"2018-03-17";"ST";"6456";"CONS";2
"2018-03-17";"ST";"4195";"CONS";3
"2018-03-17";"ST";"7229";"CONS";4
"2018-03-17";"ST";"7526";"CONS";5
"2018-03-17";"ST";"9968";"CONS";6
"2018-03-17";"ST";"2301";"CONS";7
"2018-03-17";"ST";"4352";"CONS";8
"2018-03-17";"ST";"7502";"CONS";9
"2018-03-17";"ST";"1681";"CONS";10
"2018-03-18";"DMC";"5208";"FST";1
"2018-03-18";"DMC";"1994";"SCD";2
"2018-03-18";"DMC";"6473";"TRD";3
"2018-03-18";"DMC";"7485";"SP";1
"2018-03-18";"DMC";"3173";"SP";2
"2018-03-18";"DMC";"2000";"SP";3
"2018-03-18";"DMC";"4715";"SP";4
"2018-03-18";"DMC";"6712";"SP";5
"2018-03-18";"DMC";"8250";"SP";6
"2018-03-18";"DMC";"1793";"SP";7
"2018-03-18";"DMC";"9945";"SP";8
"2018-03-18";"DMC";"9520";"SP";9
"2018-03-18";"DMC";"6554";"SP";10
"2018-03-18";"DMC";"8295";"CONS";1
"2018-03-18";"DMC";"2345";"CONS";2
"2018-03-18";"DMC";"1022";"CONS";3
"2018-03-18";"DMC";"9462";"CONS";4
"2018-03-18";"DMC";"1099";"CONS";5
"2018-03-18";"DMC";"0026";"CONS";6
"2018-03-18";"DMC";"6015";"CONS";7
"2018-03-18";"DMC";"6816";"CONS";8
"2018-03-18";"DMC";"4251";"CONS";9
"2018-03-18";"DMC";"0000";"CONS";10
"2018-03-18";"MAG";"7699";"FST";1
"2018-03-18";"MAG";"6965";"SCD";2
"2018-03-18";"MAG";"9696";"TRD";3
"2018-03-18";"MAG";"7694";"SP";1
"2018-03-18";"MAG";"2818";"SP";2
"2018-03-18";"MAG";"----";"SP";3
"2018-03-18";"MAG";"----";"SP";4
"2018-03-18";"MAG";"0802";"SP";5
"2018-03-18";"MAG";"8912";"SP";6
"2018-03-18";"MAG";"1102";"SP";7
"2018-03-18";"MAG";"7452";"SP";8
"2018-03-18";"MAG";"----";"SP";9
"2018-03-18";"MAG";"1642";"SP";10
"2018-03-18";"MAG";"2270";"SP";11
"2018-03-18";"MAG";"0398";"SP";12
"2018-03-18";"MAG";"0642";"SP";13
"2018-03-18";"MAG";"1820";"CONS";1
"2018-03-18";"MAG";"9836";"CONS";2
"2018-03-18";"MAG";"6542";"CONS";3
"2018-03-18";"MAG";"1093";"CONS";4
"2018-03-18";"MAG";"2983";"CONS";5
"2018-03-18";"MAG";"7919";"CONS";6
"2018-03-18";"MAG";"6083";"CONS";7
"2018-03-18";"MAG";"0088";"CONS";8
"2018-03-18";"MAG";"8896";"CONS";9
"2018-03-18";"MAG";"6537";"CONS";10
"2018-03-18";"ST";"7998";"FST";1
"2018-03-18";"ST";"7500";"SCD";2
"2018-03-18";"ST";"4309";"TRD";3
"2018-03-18";"ST";"6126";"SP";1
"2018-03-18";"ST";"7109";"SP";2
"2018-03-18";"ST";"8892";"SP";3
"2018-03-18";"ST";"9251";"SP";4
"2018-03-18";"ST";"8188";"SP";5
"2018-03-18";"ST";"0806";"SP";6
"2018-03-18";"ST";"----";"SP";7
"2018-03-18";"ST";"0935";"SP";8
"2018-03-18";"ST";"3306";"SP";9
"2018-03-18";"ST";"9340";"SP";10
"2018-03-18";"ST";"----";"SP";11
"2018-03-18";"ST";"4826";"SP";12
"2018-03-18";"ST";"----";"SP";13
"2018-03-18";"ST";"6469";"CONS";1
"2018-03-18";"ST";"8235";"CONS";2
"2018-03-18";"ST";"5756";"CONS";3
"2018-03-18";"ST";"8889";"CONS";4
"2018-03-18";"ST";"2970";"CONS";5
"2018-03-18";"ST";"9962";"CONS";6
"2018-03-18";"ST";"7916";"CONS";7
"2018-03-18";"ST";"4824";"CONS";8
"2018-03-18";"ST";"1457";"CONS";9
"2018-03-18";"ST";"5559";"CONS";10
"2018-03-21";"DMC";"7159";"FST";1
"2018-03-21";"DMC";"2899";"SCD";2
"2018-03-21";"DMC";"5431";"TRD";3
"2018-03-21";"DMC";"8288";"SP";1
"2018-03-21";"DMC";"3799";"SP";2
"2018-03-21";"DMC";"5819";"SP";3
"2018-03-21";"DMC";"4805";"SP";4
"2018-03-21";"DMC";"2184";"SP";5
"2018-03-21";"DMC";"0318";"SP";6
"2018-03-21";"DMC";"5164";"SP";7
"2018-03-21";"DMC";"5043";"SP";8
"2018-03-21";"DMC";"1999";"SP";9
"2018-03-21";"DMC";"7584";"SP";10
"2018-03-21";"DMC";"3670";"CONS";1
"2018-03-21";"DMC";"2561";"CONS";2
"2018-03-21";"DMC";"8955";"CONS";3
"2018-03-21";"DMC";"7772";"CONS";4
"2018-03-21";"DMC";"6016";"CONS";5
"2018-03-21";"DMC";"6124";"CONS";6
"2018-03-21";"DMC";"5192";"CONS";7
"2018-03-21";"DMC";"9779";"CONS";8
"2018-03-21";"DMC";"4929";"CONS";9
"2018-03-21";"DMC";"0368";"CONS";10
"2018-03-21";"MAG";"6085";"FST";1
"2018-03-21";"MAG";"5887";"SCD";2
"2018-03-21";"MAG";"1969";"TRD";3
"2018-03-21";"MAG";"----";"SP";1
"2018-03-21";"MAG";"----";"SP";2
"2018-03-21";"MAG";"4836";"SP";3
"2018-03-21";"MAG";"1725";"SP";4
"2018-03-21";"MAG";"3338";"SP";5
"2018-03-21";"MAG";"9751";"SP";6
"2018-03-21";"MAG";"1266";"SP";7
"2018-03-21";"MAG";"0880";"SP";8
"2018-03-21";"MAG";"----";"SP";9
"2018-03-21";"MAG";"3266";"SP";10
"2018-03-21";"MAG";"3145";"SP";11
"2018-03-21";"MAG";"0030";"SP";12
"2018-03-21";"MAG";"0506";"SP";13
"2018-03-21";"MAG";"4462";"CONS";1
"2018-03-21";"MAG";"8258";"CONS";2
"2018-03-21";"MAG";"3627";"CONS";3
"2018-03-21";"MAG";"6633";"CONS";4
"2018-03-21";"MAG";"6388";"CONS";5
"2018-03-21";"MAG";"6915";"CONS";6
"2018-03-21";"MAG";"3105";"CONS";7
"2018-03-21";"MAG";"4158";"CONS";8
"2018-03-21";"MAG";"3057";"CONS";9
"2018-03-21";"MAG";"2720";"CONS";10
"2018-03-21";"ST";"0939";"FST";1
"2018-03-21";"ST";"5713";"SCD";2
"2018-03-21";"ST";"7380";"TRD";3
"2018-03-21";"ST";"----";"SP";1
"2018-03-21";"ST";"----";"SP";2
"2018-03-21";"ST";"----";"SP";3
"2018-03-21";"ST";"8569";"SP";4
"2018-03-21";"ST";"6375";"SP";5
"2018-03-21";"ST";"2146";"SP";6
"2018-03-21";"ST";"6874";"SP";7
"2018-03-21";"ST";"9079";"SP";8
"2018-03-21";"ST";"0858";"SP";9
"2018-03-21";"ST";"2511";"SP";10
"2018-03-21";"ST";"1526";"SP";11
"2018-03-21";"ST";"3078";"SP";12
"2018-03-21";"ST";"5068";"SP";13
"2018-03-21";"ST";"3791";"CONS";1
"2018-03-21";"ST";"0257";"CONS";2
"2018-03-21";"ST";"8528";"CONS";3
"2018-03-21";"ST";"8483";"CONS";4
"2018-03-21";"ST";"1876";"CONS";5
"2018-03-21";"ST";"2321";"CONS";6
"2018-03-21";"ST";"0800";"CONS";7
"2018-03-21";"ST";"0760";"CONS";8
"2018-03-21";"ST";"5631";"CONS";9
"2018-03-21";"ST";"1470";"CONS";10
"2018-03-24";"DMC";"7136";"FST";1
"2018-03-24";"DMC";"9136";"SCD";2
"2018-03-24";"DMC";"6619";"TRD";3
"2018-03-24";"DMC";"9452";"SP";1
"2018-03-24";"DMC";"7846";"SP";2
"2018-03-24";"DMC";"6199";"SP";3
"2018-03-24";"DMC";"3329";"SP";4
"2018-03-24";"DMC";"2093";"SP";5
"2018-03-24";"DMC";"8228";"SP";6
"2018-03-24";"DMC";"7177";"SP";7
"2018-03-24";"DMC";"6658";"SP";8
"2018-03-24";"DMC";"6581";"SP";9
"2018-03-24";"DMC";"3102";"SP";10
"2018-03-24";"DMC";"2851";"CONS";1
"2018-03-24";"DMC";"2629";"CONS";2
"2018-03-24";"DMC";"9586";"CONS";3
"2018-03-24";"DMC";"3445";"CONS";4
"2018-03-24";"DMC";"0491";"CONS";5
"2018-03-24";"DMC";"8705";"CONS";6
"2018-03-24";"DMC";"8784";"CONS";7
"2018-03-24";"DMC";"3847";"CONS";8
"2018-03-24";"DMC";"8464";"CONS";9
"2018-03-24";"DMC";"8525";"CONS";10
"2018-03-24";"MAG";"6387";"FST";1
"2018-03-24";"MAG";"4800";"SCD";2
"2018-03-24";"MAG";"9612";"TRD";3
"2018-03-24";"MAG";"5005";"SP";1
"2018-03-24";"MAG";"----";"SP";2
"2018-03-24";"MAG";"8937";"SP";3
"2018-03-24";"MAG";"4775";"SP";4
"2018-03-24";"MAG";"----";"SP";5
"2018-03-24";"MAG";"7200";"SP";6
"2018-03-24";"MAG";"3246";"SP";7
"2018-03-24";"MAG";"7090";"SP";8
"2018-03-24";"MAG";"9882";"SP";9
"2018-03-24";"MAG";"8785";"SP";10
"2018-03-24";"MAG";"5180";"SP";11
"2018-03-24";"MAG";"----";"SP";12
"2018-03-24";"MAG";"7777";"SP";13
"2018-03-24";"MAG";"5764";"CONS";1
"2018-03-24";"MAG";"6829";"CONS";2
"2018-03-24";"MAG";"8595";"CONS";3
"2018-03-24";"MAG";"8558";"CONS";4
"2018-03-24";"MAG";"9231";"CONS";5
"2018-03-24";"MAG";"4036";"CONS";6
"2018-03-24";"MAG";"0231";"CONS";7
"2018-03-24";"MAG";"7004";"CONS";8
"2018-03-24";"MAG";"7028";"CONS";9
"2018-03-24";"MAG";"4660";"CONS";10
"2018-03-24";"ST";"4968";"FST";1
"2018-03-24";"ST";"3380";"SCD";2
"2018-03-24";"ST";"2876";"TRD";3
"2018-03-24";"ST";"6514";"SP";1
"2018-03-24";"ST";"5601";"SP";2
"2018-03-24";"ST";"----";"SP";3
"2018-03-24";"ST";"9807";"SP";4
"2018-03-24";"ST";"5883";"SP";5
"2018-03-24";"ST";"1759";"SP";6
"2018-03-24";"ST";"2118";"SP";7
"2018-03-24";"ST";"----";"SP";8
"2018-03-24";"ST";"----";"SP";9
"2018-03-24";"ST";"9050";"SP";10
"2018-03-24";"ST";"8083";"SP";11
"2018-03-24";"ST";"1719";"SP";12
"2018-03-24";"ST";"0779";"SP";13
"2018-03-24";"ST";"2538";"CONS";1
"2018-03-24";"ST";"7903";"CONS";2
"2018-03-24";"ST";"7791";"CONS";3
"2018-03-24";"ST";"6234";"CONS";4
"2018-03-24";"ST";"7074";"CONS";5
"2018-03-24";"ST";"8813";"CONS";6
"2018-03-24";"ST";"5607";"CONS";7
"2018-03-24";"ST";"0233";"CONS";8
"2018-03-24";"ST";"6705";"CONS";9
"2018-03-24";"ST";"6422";"CONS";10
"2018-03-25";"DMC";"1388";"FST";1
"2018-03-25";"DMC";"9654";"SCD";2
"2018-03-25";"DMC";"0659";"TRD";3
"2018-03-25";"DMC";"1191";"SP";1
"2018-03-25";"DMC";"7808";"SP";2
"2018-03-25";"DMC";"0219";"SP";3
"2018-03-25";"DMC";"6477";"SP";4
"2018-03-25";"DMC";"5320";"SP";5
"2018-03-25";"DMC";"6636";"SP";6
"2018-03-25";"DMC";"4132";"SP";7
"2018-03-25";"DMC";"1333";"SP";8
"2018-03-25";"DMC";"1841";"SP";9
"2018-03-25";"DMC";"6422";"SP";10
"2018-03-25";"DMC";"1257";"CONS";1
"2018-03-25";"DMC";"8422";"CONS";2
"2018-03-25";"DMC";"5985";"CONS";3
"2018-03-25";"DMC";"0886";"CONS";4
"2018-03-25";"DMC";"3099";"CONS";5
"2018-03-25";"DMC";"2727";"CONS";6
"2018-03-25";"DMC";"1737";"CONS";7
"2018-03-25";"DMC";"0694";"CONS";8
"2018-03-25";"DMC";"0632";"CONS";9
"2018-03-25";"DMC";"7612";"CONS";10
"2018-03-25";"MAG";"0991";"FST";1
"2018-03-25";"MAG";"9503";"SCD";2
"2018-03-25";"MAG";"4941";"TRD";3
"2018-03-25";"MAG";"9530";"SP";1
"2018-03-25";"MAG";"----";"SP";2
"2018-03-25";"MAG";"8028";"SP";3
"2018-03-25";"MAG";"5994";"SP";4
"2018-03-25";"MAG";"8352";"SP";5
"2018-03-25";"MAG";"----";"SP";6
"2018-03-25";"MAG";"5126";"SP";7
"2018-03-25";"MAG";"9901";"SP";8
"2018-03-25";"MAG";"9162";"SP";9
"2018-03-25";"MAG";"5034";"SP";10
"2018-03-25";"MAG";"----";"SP";11
"2018-03-25";"MAG";"6374";"SP";12
"2018-03-25";"MAG";"2250";"SP";13
"2018-03-25";"MAG";"1074";"CONS";1
"2018-03-25";"MAG";"2474";"CONS";2
"2018-03-25";"MAG";"1867";"CONS";3
"2018-03-25";"MAG";"1944";"CONS";4
"2018-03-25";"MAG";"0906";"CONS";5
"2018-03-25";"MAG";"0735";"CONS";6
"2018-03-25";"MAG";"1269";"CONS";7
"2018-03-25";"MAG";"5203";"CONS";8
"2018-03-25";"MAG";"3185";"CONS";9
"2018-03-25";"MAG";"4778";"CONS";10
"2018-03-25";"ST";"9307";"FST";1
"2018-03-25";"ST";"3851";"SCD";2
"2018-03-25";"ST";"4075";"TRD";3
"2018-03-25";"ST";"0992";"SP";1
"2018-03-25";"ST";"8130";"SP";2
"2018-03-25";"ST";"5381";"SP";3
"2018-03-25";"ST";"3206";"SP";4
"2018-03-25";"ST";"8149";"SP";5
"2018-03-25";"ST";"2336";"SP";6
"2018-03-25";"ST";"2426";"SP";7
"2018-03-25";"ST";"4717";"SP";8
"2018-03-25";"ST";"5593";"SP";9
"2018-03-25";"ST";"----";"SP";10
"2018-03-25";"ST";"5129";"SP";11
"2018-03-25";"ST";"----";"SP";12
"2018-03-25";"ST";"----";"SP";13
"2018-03-25";"ST";"8788";"CONS";1
"2018-03-25";"ST";"9369";"CONS";2
"2018-03-25";"ST";"3135";"CONS";3
"2018-03-25";"ST";"2447";"CONS";4
"2018-03-25";"ST";"9730";"CONS";5
"2018-03-25";"ST";"5617";"CONS";6
"2018-03-25";"ST";"0977";"CONS";7
"2018-03-25";"ST";"4304";"CONS";8
"2018-03-25";"ST";"1012";"CONS";9
"2018-03-25";"ST";"3007";"CONS";10
"2018-03-27";"MAG";"6695";"FST";1
"2018-03-27";"MAG";"2844";"SCD";2
"2018-03-27";"MAG";"3398";"TRD";3
"2018-03-27";"MAG";"8434";"SP";1
"2018-03-27";"MAG";"----";"SP";2
"2018-03-27";"MAG";"4624";"SP";3
"2018-03-27";"MAG";"----";"SP";4
"2018-03-27";"MAG";"----";"SP";5
"2018-03-27";"MAG";"6665";"SP";6
"2018-03-27";"MAG";"8526";"SP";7
"2018-03-27";"MAG";"1657";"SP";8
"2018-03-27";"MAG";"9866";"SP";9
"2018-03-27";"MAG";"7809";"SP";10
"2018-03-27";"MAG";"0928";"SP";11
"2018-03-27";"MAG";"6281";"SP";12
"2018-03-27";"MAG";"1094";"SP";13
"2018-03-27";"MAG";"5060";"CONS";1
"2018-03-27";"MAG";"7300";"CONS";2
"2018-03-27";"MAG";"6833";"CONS";3
"2018-03-27";"MAG";"4396";"CONS";4
"2018-03-27";"MAG";"5281";"CONS";5
"2018-03-27";"MAG";"0014";"CONS";6
"2018-03-27";"MAG";"0281";"CONS";7
"2018-03-27";"MAG";"1279";"CONS";8
"2018-03-27";"MAG";"7359";"CONS";9
"2018-03-27";"MAG";"5789";"CONS";10
"2018-03-28";"DMC";"3064";"FST";1
"2018-03-28";"DMC";"1566";"SCD";2
"2018-03-28";"DMC";"2835";"TRD";3
"2018-03-28";"DMC";"7411";"SP";1
"2018-03-28";"DMC";"0004";"SP";2
"2018-03-28";"DMC";"1871";"SP";3
"2018-03-28";"DMC";"2085";"SP";4
"2018-03-28";"DMC";"3856";"SP";5
"2018-03-28";"DMC";"8757";"SP";6
"2018-03-28";"DMC";"8934";"SP";7
"2018-03-28";"DMC";"3524";"SP";8
"2018-03-28";"DMC";"3949";"SP";9
"2018-03-28";"DMC";"8537";"SP";10
"2018-03-28";"DMC";"6493";"CONS";1
"2018-03-28";"DMC";"6966";"CONS";2
"2018-03-28";"DMC";"4824";"CONS";3
"2018-03-28";"DMC";"9782";"CONS";4
"2018-03-28";"DMC";"1716";"CONS";5
"2018-03-28";"DMC";"4292";"CONS";6
"2018-03-28";"DMC";"9465";"CONS";7
"2018-03-28";"DMC";"7911";"CONS";8
"2018-03-28";"DMC";"6697";"CONS";9
"2018-03-28";"DMC";"7236";"CONS";10
"2018-03-28";"MAG";"8530";"FST";1
"2018-03-28";"MAG";"1171";"SCD";2
"2018-03-28";"MAG";"6205";"TRD";3
"2018-03-28";"MAG";"----";"SP";1
"2018-03-28";"MAG";"8535";"SP";2
"2018-03-28";"MAG";"1245";"SP";3
"2018-03-28";"MAG";"7873";"SP";4
"2018-03-28";"MAG";"9542";"SP";5
"2018-03-28";"MAG";"7063";"SP";6
"2018-03-28";"MAG";"4144";"SP";7
"2018-03-28";"MAG";"----";"SP";8
"2018-03-28";"MAG";"----";"SP";9
"2018-03-28";"MAG";"0090";"SP";10
"2018-03-28";"MAG";"4778";"SP";11
"2018-03-28";"MAG";"4764";"SP";12
"2018-03-28";"MAG";"2179";"SP";13
"2018-03-28";"MAG";"6728";"CONS";1
"2018-03-28";"MAG";"5665";"CONS";2
"2018-03-28";"MAG";"5046";"CONS";3
"2018-03-28";"MAG";"7257";"CONS";4
"2018-03-28";"MAG";"7503";"CONS";5
"2018-03-28";"MAG";"9862";"CONS";6
"2018-03-28";"MAG";"9775";"CONS";7
"2018-03-28";"MAG";"5552";"CONS";8
"2018-03-28";"MAG";"2677";"CONS";9
"2018-03-28";"MAG";"2216";"CONS";10
"2018-03-28";"ST";"5639";"FST";1
"2018-03-28";"ST";"5022";"SCD";2
"2018-03-28";"ST";"3020";"TRD";3
"2018-03-28";"ST";"0158";"SP";1
"2018-03-28";"ST";"9528";"SP";2
"2018-03-28";"ST";"1939";"SP";3
"2018-03-28";"ST";"8425";"SP";4
"2018-03-28";"ST";"----";"SP";5
"2018-03-28";"ST";"3362";"SP";6
"2018-03-28";"ST";"9272";"SP";7
"2018-03-28";"ST";"4524";"SP";8
"2018-03-28";"ST";"1410";"SP";9
"2018-03-28";"ST";"8689";"SP";10
"2018-03-28";"ST";"----";"SP";11
"2018-03-28";"ST";"----";"SP";12
"2018-03-28";"ST";"2876";"SP";13
"2018-03-28";"ST";"3128";"CONS";1
"2018-03-28";"ST";"2405";"CONS";2
"2018-03-28";"ST";"1579";"CONS";3
"2018-03-28";"ST";"3719";"CONS";4
"2018-03-28";"ST";"2593";"CONS";5
"2018-03-28";"ST";"9958";"CONS";6
"2018-03-28";"ST";"6244";"CONS";7
"2018-03-28";"ST";"0079";"CONS";8
"2018-03-28";"ST";"0754";"CONS";9
"2018-03-28";"ST";"4887";"CONS";10
"2018-03-31";"DMC";"9869";"FST";1
"2018-03-31";"DMC";"2583";"SCD";2
"2018-03-31";"DMC";"0323";"TRD";3
"2018-03-31";"DMC";"3143";"SP";1
"2018-03-31";"DMC";"9533";"SP";2
"2018-03-31";"DMC";"4282";"SP";3
"2018-03-31";"DMC";"6653";"SP";4
"2018-03-31";"DMC";"4372";"SP";5
"2018-03-31";"DMC";"3113";"SP";6
"2018-03-31";"DMC";"7528";"SP";7
"2018-03-31";"DMC";"9405";"SP";8
"2018-03-31";"DMC";"2440";"SP";9
"2018-03-31";"DMC";"6264";"SP";10
"2018-03-31";"DMC";"5646";"CONS";1
"2018-03-31";"DMC";"1419";"CONS";2
"2018-03-31";"DMC";"0607";"CONS";3
"2018-03-31";"DMC";"1156";"CONS";4
"2018-03-31";"DMC";"7709";"CONS";5
"2018-03-31";"DMC";"1972";"CONS";6
"2018-03-31";"DMC";"5912";"CONS";7
"2018-03-31";"DMC";"4297";"CONS";8
"2018-03-31";"DMC";"7814";"CONS";9
"2018-03-31";"DMC";"3026";"CONS";10
"2018-03-31";"MAG";"2884";"FST";1
"2018-03-31";"MAG";"4359";"SCD";2
"2018-03-31";"MAG";"0112";"TRD";3
"2018-03-31";"MAG";"8902";"SP";1
"2018-03-31";"MAG";"8508";"SP";2
"2018-03-31";"MAG";"----";"SP";3
"2018-03-31";"MAG";"3699";"SP";4
"2018-03-31";"MAG";"0427";"SP";5
"2018-03-31";"MAG";"5775";"SP";6
"2018-03-31";"MAG";"9487";"SP";7
"2018-03-31";"MAG";"0983";"SP";8
"2018-03-31";"MAG";"5152";"SP";9
"2018-03-31";"MAG";"----";"SP";10
"2018-03-31";"MAG";"2831";"SP";11
"2018-03-31";"MAG";"5840";"SP";12
"2018-03-31";"MAG";"----";"SP";13
"2018-03-31";"MAG";"2013";"CONS";1
"2018-03-31";"MAG";"4912";"CONS";2
"2018-03-31";"MAG";"6529";"CONS";3
"2018-03-31";"MAG";"8358";"CONS";4
"2018-03-31";"MAG";"3449";"CONS";5
"2018-03-31";"MAG";"5600";"CONS";6
"2018-03-31";"MAG";"3957";"CONS";7
"2018-03-31";"MAG";"9740";"CONS";8
"2018-03-31";"MAG";"2457";"CONS";9
"2018-03-31";"MAG";"9179";"CONS";10
"2018-03-31";"ST";"6458";"FST";1
"2018-03-31";"ST";"5793";"SCD";2
"2018-03-31";"ST";"1330";"TRD";3
"2018-03-31";"ST";"----";"SP";1
"2018-03-31";"ST";"8001";"SP";2
"2018-03-31";"ST";"2454";"SP";3
"2018-03-31";"ST";"----";"SP";4
"2018-03-31";"ST";"5344";"SP";5
"2018-03-31";"ST";"4526";"SP";6
"2018-03-31";"ST";"----";"SP";7
"2018-03-31";"ST";"6267";"SP";8
"2018-03-31";"ST";"2736";"SP";9
"2018-03-31";"ST";"5588";"SP";10
"2018-03-31";"ST";"7566";"SP";11
"2018-03-31";"ST";"7737";"SP";12
"2018-03-31";"ST";"1523";"SP";13
"2018-03-31";"ST";"7161";"CONS";1
"2018-03-31";"ST";"7565";"CONS";2
"2018-03-31";"ST";"4360";"CONS";3
"2018-03-31";"ST";"3434";"CONS";4
"2018-03-31";"ST";"7587";"CONS";5
"2018-03-31";"ST";"8047";"CONS";6
"2018-03-31";"ST";"1063";"CONS";7
"2018-03-31";"ST";"2569";"CONS";8
"2018-03-31";"ST";"9510";"CONS";9
"2018-03-31";"ST";"6823";"CONS";10
"2018-04-01";"DMC";"7840";"FST";1
"2018-04-01";"DMC";"3157";"SCD";2
"2018-04-01";"DMC";"8005";"TRD";3
"2018-04-01";"DMC";"1611";"SP";1
"2018-04-01";"DMC";"4783";"SP";2
"2018-04-01";"DMC";"9881";"SP";3
"2018-04-01";"DMC";"0979";"SP";4
"2018-04-01";"DMC";"4183";"SP";5
"2018-04-01";"DMC";"1953";"SP";6
"2018-04-01";"DMC";"8160";"SP";7
"2018-04-01";"DMC";"1991";"SP";8
"2018-04-01";"DMC";"4860";"SP";9
"2018-04-01";"DMC";"6650";"SP";10
"2018-04-01";"DMC";"3868";"CONS";1
"2018-04-01";"DMC";"7842";"CONS";2
"2018-04-01";"DMC";"9857";"CONS";3
"2018-04-01";"DMC";"8339";"CONS";4
"2018-04-01";"DMC";"3728";"CONS";5
"2018-04-01";"DMC";"1634";"CONS";6
"2018-04-01";"DMC";"0569";"CONS";7
"2018-04-01";"DMC";"8907";"CONS";8
"2018-04-01";"DMC";"3192";"CONS";9
"2018-04-01";"DMC";"7903";"CONS";10
"2018-04-01";"MAG";"9923";"FST";1
"2018-04-01";"MAG";"1460";"SCD";2
"2018-04-01";"MAG";"8763";"TRD";3
"2018-04-01";"MAG";"3493";"SP";1
"2018-04-01";"MAG";"9494";"SP";2
"2018-04-01";"MAG";"----";"SP";3
"2018-04-01";"MAG";"8803";"SP";4
"2018-04-01";"MAG";"8399";"SP";5
"2018-04-01";"MAG";"3595";"SP";6
"2018-04-01";"MAG";"7633";"SP";7
"2018-04-01";"MAG";"7005";"SP";8
"2018-04-01";"MAG";"----";"SP";9
"2018-04-01";"MAG";"7195";"SP";10
"2018-04-01";"MAG";"----";"SP";11
"2018-04-01";"MAG";"6483";"SP";12
"2018-04-01";"MAG";"4768";"SP";13
"2018-04-01";"MAG";"6820";"CONS";1
"2018-04-01";"MAG";"6447";"CONS";2
"2018-04-01";"MAG";"6377";"CONS";3
"2018-04-01";"MAG";"6113";"CONS";4
"2018-04-01";"MAG";"2630";"CONS";5
"2018-04-01";"MAG";"6400";"CONS";6
"2018-04-01";"MAG";"9389";"CONS";7
"2018-04-01";"MAG";"4617";"CONS";8
"2018-04-01";"MAG";"5622";"CONS";9
"2018-04-01";"MAG";"9596";"CONS";10
"2018-04-01";"ST";"1229";"FST";1
"2018-04-01";"ST";"0656";"SCD";2
"2018-04-01";"ST";"7826";"TRD";3
"2018-04-01";"ST";"1612";"SP";1
"2018-04-01";"ST";"6602";"SP";2
"2018-04-01";"ST";"----";"SP";3
"2018-04-01";"ST";"----";"SP";4
"2018-04-01";"ST";"6349";"SP";5
"2018-04-01";"ST";"9977";"SP";6
"2018-04-01";"ST";"8602";"SP";7
"2018-04-01";"ST";"2228";"SP";8
"2018-04-01";"ST";"9433";"SP";9
"2018-04-01";"ST";"1675";"SP";10
